case_number,county,quotes
308,Kings,"""Given the time the documents were served and the People’s lack of an assertion otherwise, there is no indication that the People attempted to file their SOR any earlier than eight minutes before their speedy trial time expired."""
308,Kings,"""In any event, the court’s only relevant consideration in a CPL 30.30 motion is whether the total time charged less any periods excludable under the exceptions enumerated in CPL 30.30 (4) exceeds the applicable speedy trial time. There is no CPL 30.30 (4) exception applicable to a 'technical filing issue' and the People do not contend there is any; by choosing to file their SOR not just on the last day of 91-day period within which they must announce readiness, but mere minutes before the end of such period, the People assumed the risk that there could be an issue that could prevent them from timely filing their SOR."""
308,Kings,"""Therefore, the People are charged the 28 days between [date redacted], and [date redacted]. [28 days charged, 92 days total]."""
309,Kings,"""the People were not diligent in their efforts to fulfill their discovery obligation."""
309,Kings,"""the People's explanation for failing to disclose the items was not reasonable."""
309,Kings,"""the People acted without due diligence and failed to make reasonable efforts in discharging their duties to provide discovery despite the belated disclosures of a few items."""
309,Kings,"""the People have failed to file a valid Certificate of Compliance ('COC') and announce their readiness for trial, both of which are required to toll the speedy trial clock."""
309,Kings,"""the People have failed to provide the Court with any explanation as to why it took them approximately 94 days to submit the GJM for inspection."""
310,NY,"""Given the nature and number of items that the People did not disclose prior to filing the COC and COR, and the factors set forth in People v. Bay, 41 NY3d 200, 212 [2023] for assessing due diligence, the Court finds that due diligence was not properly set forth, and as such, the COC, dated [date redacted], is deemed to be invalid and as a result, the COR, dated [date redacted], is illusory."""
311,Queens,"""The Court agrees with the defendant that the names of the law enforcement officers involved in the live tracking of the defendant’s phone as well as any documents created by law enforcement and the officer’s exigency request are discoverable and deemed to be in the possession of the People."""
311,Queens,"""The People summarily assert that they 'contacted and diligently conferred with TARU on several occasions' but offer no explanation for why the TARU information was not provided to the defendant until [date redacted]."""
311,Queens,"""It is clear that the 911 calls and police reports from [date redacted] from Brooklyn are related to the subject matter of the Queens prosecution and thus discoverable."""
311,Queens,"""The People’s assertion that they reached out to members of law enforcement including officers involved in the defendant’s arrest, discovery liaisons, and personnel at the [number redacted] precinct to obtain the records that were belatedly disclosed to the defendant, does not constitute due diligence."""
311,Queens,"""The People, likewise, failed to articulate why they belatedly disclosed the [evidence], [evidence], [evidence], and other discovery in possession of law enforcement and, therefore, in their possession."""
312,Queens,"""The People do not dispute that these police records are automatically discoverable, but argue that their 'notice of non-disclosure' is a de facto application under CPL 245.70 (2) for a modification of discovery timelines. This argument is not supported by the plain language of the statute."""
312,Queens,"""If three phone calls to a single detective go unanswered, it is the People’s obligation to endeavor to fix that flow of information."""
312,Queens,"""Three phone calls to a single detective is an unreasonable amount of inquiry to obtain discoverable material the People know to exist."""
312,Queens,"""With no showing of due diligence to disclose the underlying records or motion showing good cause for delaying the discovery timeline, the People’s COC filed without the abovementioned police documentation is invalid."""
312,Queens,"""For the same reasons, their COC is invalid without this body worn camera footage."""
313,Kings,"""The People's affirmation in opposition fails to set forth sufficient efforts of due diligence by the People to obtain and disclose the memo books and Giglio material."""
313,Kings,"""Moreover, the People's email dated [date redacted] candidly asserts that the People were fully aware that they had not met their automatic discovery obligations pursuant to CPL 5245.20(l) at the time they filed their COC."""
313,Kings,"""The People have provided no explanation for their failure to provide these documents prior to filing the COC."""
313,Kings,"""The People have failed to comply with their statutory discovery obligations by failing to disclose the underlying disciplinary records and the police memo books prior to filing a COC."""
313,Kings,"""Accordingly, the People's COC was not filed in good faith and is deemed invalid."""
314,NY,"""Signature on an attorney affirmation is more than a dispensable formality; it is a necessity of form dictated by the plain language of the defining statute."""
314,NY,"""This court declines to find a signature of a document in a location that is outside the document itself."""
314,NY,"""As such, this court finds the People’s unsigned Affirmation in Support of Motion to Consolidate to be devoid of sworn allegations of facts, and therefore facially insufficient."""
314,NY,"""As a consequence, the People have not filed any valid motions that would permit this court under CPL 30.30 (4) (a) to toll the speedy trial time chargeable to them."""
314,NY,"""Because the unsworn motion papers were deficient, the People are charged with the entire adjournment (44 days)."""
315,Bronx,"""Despite numerous requests by the defendant for witness information of the hospital staff that lead to the defendant ultimately getting arrested, the People intentionally redacted the pertinent information in the officer’s memo book and then repeatedly disavowed its existence."""
315,Bronx,"""Their actions here bely their claims of good faith and due diligence."""
315,Bronx,"""Her efforts to rectify the People’s lapse does not excuse the initial and ongoing failure prior to her assignment to the matter."""
316,NY,"""The People have not provided any good cause reason to protect the subject information."""
316,NY,"""That is not a proper, non-frivolous basis for a protective order."""
316,NY,"""The People simply elected not to seek the IAB log attachments, and instead, chose to argue to a different judge, that none of the subject material was discoverable."""
316,NY,"""The People's protective order application for the non-testifying officer may be less straightforward."""
316,NY,"""This court is loath ever to ascribe bad faith to any attorney. But the People's discovery practice in this case has been problematic from the start."""
317,Queens,"""This Court disagrees."""
317,Queens,"""Clearly, the disciplinary records of a potential police witness which were created in relation to a different case goes to the weight of the credibility of the witness and can be used for impeachment purposes."""
317,Queens,"""Impeachment evidence is not limited to what is related to the subject matter of the charges against a defendant."""
317,Queens,"""As identification evidence is central to this case, and as the resolution of its admissibility is critical, as asserted by defendant in its motion to preclude, or in the alternative to suppress, the People's unwillingness to disclose the records, including the disciplinary records, of those conducting the photo array, information that could 'undermine evidence of the defendant's identity as a perpetrator of a charged offense,' or 'provide a basis for a motion to suppress evidence,' likewise violated the discovery statute."""
317,Queens,"""Accordingly, this Court, under the circumstance of this case, grants defendant's motion seeking an order declaring the People's COC and SOR filed on [date redacted] invalid."""
318,Bronx,"""This explanation is woefully insufficient when as defense counsel points out the [evidence] the prosecution disclosed to the defense depicts the complaining witness being medically treated at the scene of the incident."""
318,Bronx,"""That the ADA did not discover the Aided Card until [date redacted], demonstrates that the ADA did not properly review the discovery he turned over to defense counsel or investigate whether an Aided Card existed when defense counsel notified him that it was not included in the People’s initial discovery disclosures on [date redacted]."""
318,Bronx,"""The People’s action here with regard to defense counsel’s inquiries are unreasonable and bereft of due diligence."""
318,Bronx,"""This singular attempt to acquire the [evidence] from Officer [name redacted] when the DD5s the People provided to defense counsel reflect that POs Cevolos and Headlem conducted to home visit is unreasonable and does not demonstrate due diligence."""
318,Bronx,"""When defense counsel notifies the defense of missing discovery, the People cannot blithely, without first looking into defense counsel’s claim, simply declare that the discovery does not exist, without first exercising due diligence, good faith and reasonableness to ensure that the item does not in fact exist."""
319,Kings,"""The Simple fact that they failed to identify no fewer than four officers who, during at least two separate time periods, were charged with safeguarding the gun almost speaks for itself."""
319,Kings,"""But given that Flanagan appears readily to have disclosed during his trial preparation session that he had asked other officers to secure the gun when he left the scene, it is impossible to imagine that anything beyond the most cursory conversation would not have elicited the identical information from him at the beginning of the case — or, for that matter, from any of the other responding officers, since one or more of them later told the current A.D.A. about the involvement of Officers [names redacted]."""
319,Kings,"""A COC filed without an inquiry adequate to shed light on the very important question how and by whom the recovered firearm was then safeguarded until the Evidence Collection Team arrived cannot, in this court’s estimation, be viewed as reflective of due diligence or reasonable."""
319,Kings,"""Given the lack of diligence and reasonable inquiry, it is simply irrelevant whether the defense was prejudiced by the late disclosure."""
319,Kings,"""While remedies short of dismissal are statutorily provided for minor or inadvertent discovery failures related to a valid COC, this COC was invalid from the outset and the accompanying SOR never stopped the speedy trial clock."""
320,Queens,"""The People’s conclusory explanation that the material was voluminous, without more, does not satisfy their good faith and due diligence obligations, especially here, where they filed a CoC on [date redacted] and a Supplemental CoC on [date redacted], five months after defendant’s arrest."""
320,Queens,"""Thus, this Court cannot find that the CoC and Supplemental CoC were filed with good faith and due diligence."""
320,Queens,"""Even if this is an inadvertent oversight on behalf of the People, the Court cannot find that the [date redacted] CoC and [date redacted] Supplemental CoC were filed in good faith."""
320,Queens,"""The People’s argument that because they did not intend to introduce the statement at trial means that the belated disclosure of the statements was de minimums lacks merit."""
320,Queens,"""Accordingly, the People failed to meet their discovery obligations by failing to provide the defendant with the underlying disciplinary records for the thirteen officers involved in this matter."""
321,Bronx,"""It is unacceptable for the prosecution to file a CoC on the 90th day, having listed numerous discoverable items on their CoC, while actually not having disclosed nearly any of those items."""
321,Bronx,"""The frequency with which this scenario occurs simply befuddles the court as it appears to be largely unavoidable."""
321,Bronx,"""Although a technical error may be deemed compliance by the statutory standard of 'good faith,' the constant disregard of statutory deadlines and repeated errors attributed to technology more than three years after the enactment of the discovery reforms, hardly touch the cornerstone of 'due diligence' and 'reasonableness'."""
321,Bronx,"""Further, contrary to what the People propound, a routine inter-office transfer between attorneys, like the one that occurred here does not obviate the People’s obligation to exercise due diligence, good faith and reasonableness when certifying their discovery compliance."""
321,Bronx,"""Lastly, the People’s contention that the CoC filed in this case is proper because the defendant has not incurred any prejudice misapprehends the law."""
322,Kings,"""The [date redacted], superseding accusatory instrument has the defendant committing crimes on dates which have not yet occurred, and as such, the instrument fails to allege facts constituting a crime."""
322,Kings,"""This court disagrees."""
322,Kings,"""But this statement incorrectly cites the law as it stands post Hardy."""
322,Kings,"""Here, the erroneously charged future dates renders the accusatory instrument insufficient for failure to charge a crime, in an almost identical fact pattern to People v. Hardy."""
322,Kings,"""However, their accusatory instrument failed to allege evidentiary facts to provide reasonable cause to believe a crime was committed, and as such, the People’s certification was invalid."""
323,NY,"""The People do not claim to have encountered any impediments to obtaining the materials at issue here, or in providing them to defendant. Nor do the People describe any good faith efforts made to ascertain the existence of the disciplinary actions or to disclose materials and information underlying them."""
323,NY,"""For these reasons, the People's refusal to provide the underlying disciplinary records or adequately describe the misconduct at issue constitutes a failure to meet their discovery obligations."""
323,NY,"""The People's reliance on their 'good faith' is misplaced."""
323,NY,"""The People's claim that disclosure of the underlying materials presents an insurmountable burden on their office is inapposite in this case, where they apparently relied on their office policy not to obtain the records."""
323,NY,"""The People's contention that dismissal would be an extreme and unwarranted sanction misconstrues the law. Dismissal pursuant to CPL 30.30 is not a sanction."""
324,Queens,"""Here, because discoverable materials had not been disclosed to the defense at the time that the prosecution filed its COC, the COC was not valid."""
324,Queens,"""Additionally, the prosecution’s SCOC was also invalid and the reasons offered by the People for the delay in production of discoverable material does not demonstrate due diligence."""
324,Queens,"""The People have failed to turn over relevant disciplinary records of all officers listed as having information related to this case and have not demonstrated due diligence in obtaining the relevant documents in their constructive possession in a timely fashion."""
324,Queens,"""In addition, the Court notes that the prosecutor did not issue subpoenas for non-disclosed [evidence]—including to any non-cooperative police officials—which would have been indicative of their acting with 'due diligence.'"""
324,Queens,"""The prosecution’s COC was invalid because—as described above — discoverable materials were not disclosed and made available to the defense prior to its filing."""
325,NY,"""Contrary to the People’s contentions, the allegations merely describe a single, isolated incident, and thus do not rise to the level of course of conduct."""
325,NY,"""Nor are the allegations sufficient to establish that Defendant repeatedly harassed the complainant by following her in a public place."""
325,NY,"""They also fail to establish the 'public place' element of the offense."""
325,NY,"""Here, because the accusatory instrument was facially insufficient as to the count of harassment in the first degree, the People’s [date redacted] COR was invalid pursuant to CPL 30.30 (5-a)."""
325,NY,"""Therefore, the People have exceeded the 90-day limit to validly state ready for trial, and Defendant’s motion to dismiss the accusatory instrument is granted."""
326,Queens,"""If the legislature intended police department disciplinary records to be turned over by the prosecution as summaries, this language would have been used but such language was expressly left out."""
326,Queens,"""The People continue to ignore that presumption as a matter of policy, despite routinely having discoverable items in their actual and constructive possession."""
326,Queens,"""Providing mere summaries of police disciplinary records — that is, omitting the actual records themselves — cannot satisfy the requirements of CPL 245.20 (1) (k)."""
326,Queens,"""The People state that they disclosed 'all the material the People had in their actual possession' despite other material being outstanding."""
326,Queens,"""Rather, here, the People had a list of officers participating in the defendant’s arrest and knowingly failed to disclose discoverable impeachment material in their constructive possession without leave of the court or a protective order, demonstrating a blatant disregard for the disclosure requirements of the statute."""
327,Bronx,"""Here, the court finds that the People failed to meet their discovery obligations when they filed their February 27,2023 COC and therefore, the COC is deemed invalid."""
327,Bronx,"""Significantly, the [evidence] at issue here existed and was in the control of law enforcement at the time the initial COC was filed."""
327,Bronx,"""Moreover, the People's conclusory assertions of their alleged good faith and exercise of due diligence with respect to the [evidence] are insufficient."""
327,Bronx,"""Here, actual due diligence on the part of the People would have consisted of conferring with the two officers prior to [date redacted], and prior to the filing of the February 27th COC, which would have revealed the existence of [evidence]."""
327,Bronx,"""Additionally, while the People explained in their supplemental COC that the basis for the delayed disclosure was that they did not become aware of the existence of the two officers' [evidence] until [date redacted], they offered no explanation for their failure to disclose to the defense the existence of the footage until August 17th (over 72 days later), despite, inter alia, the parties' presence before the court on June 14,2023; nor did the People explain their continued claim of readiness after June 9th, knowing that [evidence] existed and had not been disclosed to the defense."""
329,Queens,"""the lack of any response by the prosecutor demonstrates the lack of reasonableness and due diligence by the prosecutor to ensure that counsel received all relevant information to which the defendant is entitled."""
329,Queens,"""The People’s opposition papers are bereft of any meaningful legal explanation of why the names and contact information of the occupants of the complainant’s vehicle were not provided with the original certificate of compliance, particularly in the absence of any effort by the prosecutor to obtain a protective order pursuant to CPL § 245.70."""
329,Queens,"""this court finds that Ms. Soloman’s contact information related information on the accident report is discoverable because they 'support a potential defense to a charged offense.'"""
329,Queens,"""In this case, the prosecutor provided no information as to the delay in providing the grand jury minutes from February 22 to March 7 when he served defense counsel that would permit this court to determine whether the prosecutor acted with due diligence in providing the defendant with the grand jury minutes."""
329,Queens,"""this court concludes, based on the prosecutor’s failure to provide the contact information of the passengers in the complainant’s vehicle or procure a protective order shielding such information from disclosure to the defendant, and the unexplained delay in providing the defendant with the grand jury minutes, renders invalid the People’s certificate of compliance and the People’s concurrent statement of readiness illusory."""
330,Kings,"""Therefore, it cannot be said that the People acted with due diligence with regard to the disclosure of this material."""
330,Kings,"""Accordingly, the People's original COC is rendered invalid due to the non-disclosure of this material."""
330,Kings,"""Therefore, this court therefore finds that the People did not file their COC in good faith and accordingly, is invalid."""
330,Kings,"""Furthermore, the People's SOR filed on the same day is illusory."""
330,Kings,"""Only once the People turned over the [evidence] and filed their supplemental COC and SOR on [date redacted], were the People truly ready for trial."""
331,Bronx,"""As a preliminary matter, the court notes that the People incorrectly asserted in their [date redacted], that the missing memo books, body worn camera video, vehicle voucher, and scratch complaint were lost, destroyed, or unavailable pursuant to CPL § 245.50(3)."""
331,Bronx,"""The People simply did not know of the status of these materials, and they were unavailable in the technical sense because the Police Department did not provide them to the People."""
331,Bronx,"""The court also notes that the People incorrectly asserted, in their [date redacted], COC, that these same materials were not in the People’s actual possession pursuant to CPL § 245.20(2)."""
331,Bronx,"""The People did not."""
331,Bronx,"""Under these circumstances, repeating the same unsuccessful request in the same manner six times over the course of eight months, and hoping for the best, did not constitute reasonable efforts to comply with the People’s statutory discovery obligations."""
332,Kings,"""The People did not turn over any discovery until day 90."""
332,Kings,"""The typed DIR was turned over only belatedly after day 90; the People’s protests that they did not believe that Officer [name redacted] was an integral officer and so failed to obtain and turn over his BWC footage as well rings hollow when the defense points out that Officer [name redacted] was the arresting officer’s partner on the night of the arrest."""
332,Kings,"""The prosecution apparently had the defendant’s mugshot, but did not turn it over until their response to the instant motion."""
332,Kings,"""DDS’s are still outstanding, and the People do not address defendant’s demand for the command log entry for defendant’s arrest."""
332,Kings,"""This exhibits yet further disregard for the mandates of Article 245."""
333,Queens,"""Here, the People filed their motion response 48 days after the court's due date without seeking an extension from the court."""
333,Queens,"""The People's late motion response also caused the court to further adjourn this case for decision."""
333,Queens,"""Therefore, the People's late motion response is an additional 48 days chargeable speedy trial time against the People."""
333,Queens,"""Given the additional 48 chargeable days against the People, and assuming their initial COC was valid, the People have far exceeded their statutorily permitted speedy trial time."""
334,Queens,"""But the discovery statute expressly imputes possession of these NYPD records onto the People (see CPL 245.20 [2])."""
334,Queens,"""Accordingly, based on the circumstances described above, the court finds that the People's initial COC is invalid and deems the People's initial SOR to be illusory."""
334,Queens,"""Being that radio runs and sprint reports are created or generated by the NYPD, these items were in the possession of the NYPD since their creation and, therefore, in the possession of the People (see CPL 245.20 [2])."""
334,Queens,"""Accordingly, this court finds that the People's lack of disclosure from, at least, [date redacted], to [date redacted], 2023, constituted an unreasonable delay and is grounds for additional chargeable speedy trial time."""
334,Queens,"""The People's oversight and then subsequent transfer of the case to another ADA is not an adequate excuse for their unreasonable 29-day delay in filing their motion response."""
335,Queens,"""The court finds the People’s certificate of compliance was invalid when filed on [date redacted], Similar to the facts in People ex rel. Lazzaro v Moline, the People failed to demonstrate that the timing of the production of the [evidence] was beyond their control."""
335,Queens,"""The court finds the People failed to exercise due diligence and show reasonable efforts to expedite the production of the [evidence]."""
335,Queens,"""After not receiving the [evidence] within two weeks of her conversation with the supervisor of the grand jury the prosecutor failed to demonstrate what subsequent efforts she made as to when the [evidence] would be available."""
335,Queens,"""The court finds that these facts presented by the People do not constitute special circumstances and therefore denies the People’s application for good cause to modify the time to provide discovery from [date redacted] to [date redacted]."""
335,Queens,"""However, the People failed to demonstrate what were the exceptional circumstances which precluded them from providing the [evidence] to the defendant for approximately two months and what diligent efforts they made to obtain the [evidence]."""
336,Bronx,"""According to the defense, the People have produced neither a witness list nor sufficient witness contact information in the information that was produced in lieu of a witness list; apparently, the 'Adequate Witness List' listed in the COC was never actually disclosed."""
336,Bronx,"""But the People fail to attach any Complaint Reports to their Opposition papers."""
336,Bronx,"""In any event, the record contains no indication that prior to the filing of the People's Opposition papers to this motion, the People informed the defense that the Complaint reports were intended as a substitute for their 'Adequate Witness List.'"""
336,Bronx,"""And even if the People had done so, the court cannot accept the Complaint reports as a substitution for a CPL § 245.20(1)(c) witness list."""
336,Bronx,"""Accordingly, the People failed to comply with their disclosure obligation under CPL § 245.20(1)(c) in their COC - and still have not disclosed a witness list to this day."""
337,NY,"""As the Court finds that the COC and COR are illusory, 28 days are chargeable for this time period."""
337,NY,"""The People’s announcement of readiness, on [date redacted], is invalid as the outstanding discovery had not yet been turned over and a valid COC had not been filed."""
337,NY,"""This Court, therefore, finds that the People failed to meet their discovery obligations when they failed to produce the two substantive embedded attachments for the substantiated allegations of testifying Police Officer [name redacted] and further finds that the People’s original COC was invalid."""
337,NY,"""It is not up to the People to decide what disclosures are enough for defense counsel to conduct an adequate cross examination."""
337,NY,"""This court therefore finds that without any evidence that the People even attempted to secure these attachments, there can be no finding that due diligence was exercised, and that the COC must be dismissed as illusory."""
338,NY,"""It was evident at the outset of this case that defendant was arrested eight days after the incident, and that he was taken into custody and processed for immediate arraignment. The People were thus on notice that numerous pieces of information related to the arrest existed."""
338,NY,"""The People's reliance on these cases is misplaced - their failure to make inquiries into these arrest materials was not reasonable."""
338,NY,"""It was for the People to ascertain the existence of those fundamental items and to disclose them to defendant."""
338,NY,"""The People here did not make meaningful inquiries regarding items typically generated at the time of an arrest until after filing their original purported COC and after speedy trial time had expired."""
338,NY,"""The People's original purported COC was not a proper one and was insufficient to stop the speedy trial clock."""
339,Queens,"""People should have reviewed their discovery items and should have known only 3 of the 8 calls were disclosed."""
339,Queens,"""People clearly failed to comply with 245.20 § (1)(g), and as such, the Certificate of Compliance filed on [date redacted], is not valid and their statement of readiness filed on the same date, therefore, illusory."""
340,Bronx,"""Under the circumstances, even assuming that presumably routine police paperwork could qualify as 'otherwise unavailable' within the meaning of CPL § 245.50(3), this Court cannot conclude that the People made reasonable, diligent efforts to obtain it."""
340,Bronx,"""Given that police materials are deemed to be in the prosecution's possession, in this Court's view it should rarely, if ever, be the case that the People may file a valid COC without having first disclosed to the defense all known discoverable materials in the NYPD's possession."""
340,Bronx,"""This delay, standing alone, weighs against a finding of due diligence."""
340,Bronx,"""That is, the People's efforts can hardly be described as 'diligent' and 'reasonable' when, outside of a single, generalized request, they made no additional efforts to get from the NYPD discoverable material within the time in which they were statutorily required to complete their initial discovery obligations."""
340,Bronx,"""Unfortunately for the People, an 'urgent' request made at the end of the 30.30 clock and after the People's deadline for completing automatic discovery does not in this case equate to diligent, good faith efforts that were reasonable under the circumstances."""
341,Queens,"""It is clear from the People’s own COC that the People failed to fulfill their obligations under CPL 245.20 (1) (d)."""
341,Queens,"""The court notes that the People failed to state in their first SCOC, which disclosed the [evidence] at issue, the reason for their late disclosure as required under the statute."""
341,Queens,"""The People’s motion response simply failed to demonstrate in any detail that they 'exercis[ed] due diligence and ma[de] reasonable inquiries to ascertain the existence' of the [evidence] at issue and that their COC was filed in 'good faith and reasonable under the circumstances.'"""
341,Queens,"""Therefore, the court finds that the People failed to 'make reasonable inquires to ascertain the existence' of these discoverable [evidence]."""
341,Queens,"""Accordingly, the court finds that the People failed to timely disclose [name redacted]'s disciplinary records pursuant to CPL 245.20 (1) (k) (iv)."""
342,Queens,"""No such exclusion exists."""
342,Queens,"""This argument is unsupported by statute and decades of speedy trial jurisprudence."""
342,Queens,"""However, when the People request an adjournment to file a motion, and no motion is filed or under consideration of the court, the People have caused delay without exception."""
342,Queens,"""Good faith does not substitute for a missing motion, or excuse the delay caused by an adjournment requested by the People."""
342,Queens,"""The People’s request to file a motion, standing alone, is not a recognized exception to delay a defendant’s trial."""
343,Kings,"""Under the totality of the circumstances presented in the instant matter, the People have failed to meet their discovery obligations under CPL § 245.20."""
343,Kings,"""The People have not demonstrated that they exercised due diligence before filing the Certificate of Compliance and Statement of Readiness to obtain the following discoverable materials: notes from Officer [name redacted] contact information for witnesses at the scene, PBT calibration records, photographs from Officers [names redacted], memobook for Officer [name redacted] health card for Officer [name redacted] aided report, memobook for Officer [name redacted] copies of underlying disciplinary records for Officer [name redacted] and medical treatment of prisoner form."""
343,Kings,"""As a result, the People's [date redacted] Certificate of Compliance and Statement of Readiness and any and all Supplemental Certificates of Compliance are invalid."""
343,Kings,"""The People are charged from [date redacted], the date defendant was arraigned, to [date redacted] when the defendant filed the instant motion."""
343,Kings,"""The People are charged with a total of 141 days."""
344,Kings,"""The Prosecution has failed to comply with their obligations for discovery compliance under CPL §245."""
344,Kings,"""It is this Court’s position that the filing was not done in good faith."""
344,Kings,"""Accordingly, the [date redacted], COC and Statement of Readiness are deemed invalid, and the Defendant’s motion is granted."""
344,Kings,"""The Prosecution has not provided adequate explanation for their delay and/or failure to provide discovery as required under CPL §245."""
344,Kings,"""The People have failed to show any evidence of diligent steps taken to avoid belated disclosure prior to the filing of the [date redacted], COC or SOR filing, or even after the Defense’s multiple notifications of outstanding discovery."""
345,Queens,"""The People have not shown any additional efforts that were made to obtain these videos."""
345,Queens,"""Once the People did not receive the missing material after they requested it from the NYPD, the People failed to follow-up and seek the missing material again."""
345,Queens,"""The People have failed to explain why they didn’t make another request for the missing body worn camera material."""
345,Queens,"""Accordingly, the People failed to show diligent efforts to comply with the statutory requirements."""
345,Queens,"""Therefore, applying the Bay factors to the instant case, the court finds the People failed to apply the necessary diligence to obtain the missing body worn camera material and accordingly, the certificate of readiness invalid."""
346,NY,"""Without disclosing complete records underlying the unsubstantiated disciplinary findings that may be used to impeach a testifying witness, the people cannot file a valid COC."""
346,NY,"""Thus, the people's failure to disclose material expressly deemed to be in their possession undermined their ability to file a valid COC."""
346,NY,"""The People's claim that in good faith they ignored the body of caselaw requiring disclosure of underlying records in favor of other cases that might support non-disclosure does not excuse their failure to make 'a diligent, good faith effort' to ascertain the existence of and to disclose underlying disciplinary records."""
346,NY,"""Absent any indication that the People ever sought the attachments, the court cannot find due diligence."""
346,NY,"""Accordingly, the People have not filed a valid COC or properly answered ready for trial."""
347,Kings,"""The People’s interpretation of CPL 30.30 (4) (a), that the Motion to Dismiss charges is a pretrial motion which stopped the CPL 30.30 clock, was made as a bare assertion without citing legal precedents in support of its position, is meritless."""
347,Kings,"""The People’s response that the records did not exist seemed incredulous given that they were in the Summary Disclosure Letter."""
347,Kings,"""The People’s 12/22/23 SCOC did not detail the basis for the belated disclosures in the body of the document nor in their affirmation."""
347,Kings,"""The People’s response did not show that the People made efforts to obtain the discovery disclosed on the [date redacted], SCOC prior to filing the initial COC on [date redacted]."""
347,Kings,"""Accordingly, the People failed to fulfill their discovery obligations or demonstrate good faith and due diligence with CPL 245.20. As a result, the People’s COC/SOR was invalidated."""
348,Queens,"""In this case, the prosecution did not diligently seek to ascertain and disclose known discoverable items that were in their possession prior to the filing of their initial COC."""
348,Queens,"""Because the certificate of compliance was improper, the statement of readiness was invalid and did not toll the speedy trial clock."""
348,Queens,"""The prosecution’s COC was improper and invalid because discoverable materials were not disclosed and made available to the defense."""
348,Queens,"""Significantly, unredacted disciplinary records of testifying Officer(s) [name redacted], the officer who allegedly made crucial observations of defendant were not disclosed, nor were the records of officers [name redacted], and [name redacted]."""
348,Queens,"""Moreover, the completed activity log for arresting officer [name redacted] was not disclosed and remains outstanding."""
349,Queens,"""By seeking a subpoena — the first attempt to get ambulance reports — 133 days after the People filed a certificate of compliance, the People cannot show diligence."""
349,Queens,"""Accordingly, the certificate of compliance is invalid and therefore, the statement of readiness is illusory."""
350,Kings,"""It is apparent that the People were aware of the existence of the [evidence] call, but inexplicably failed to disclose the recording itself, as well as the radio run and sprint report."""
350,Kings,"""Despite being prompted by the defense of the absence of these items within days of the [date redacted] COC, sixty-seven days elapsed between the original filing and the supplemental COC."""
350,Kings,"""The supplemental COC provided no details as to the People's efforts to obtain these materials prior to filing the original COC, nor did the supplemental COC contain any meaningful explanation for the belated disclosure."""
350,Kings,"""The People's perfunctory, boiler-plate explanation for the belated disclosure of the [evidence] materials is wholly inadequate to satisfy the statutory requirement."""
350,Kings,"""It is inexplicable that the assigned ADA corresponded with defense counsel about plea negotiations, yet completely ignored counsel's queries regarding outstanding discovery items."""
351,Bronx,"""Remarkably, it has now come to light that even as the People were representing in court on May 9 that they had no such [evidence] and believed them not to exist, the People were in actual possession of 819 pages of [evidence] associated with this case two days prior to the discovery conference, i.e. on May 7."""
351,Bronx,"""Upon realizing that they had provided incorrect information to the Court bearing directly on the Court’s COC ruling, the People should have alerted the Court themselves and corrected the record, rather than leaving it to Defendant to do so."""
351,Bronx,"""Nevertheless, it is self-evident that on the whole, these [evidence] are subject to automatic discovery and are core discovery items central to the case."""
351,Bronx,"""The critical point, however, is not what use Defendant and his counsel might make of these materials but simply that police reports by officers regarding their investigation of a case and police memorializations of interviews of complainants are indisputably core discovery items which the People are obligated to disclose."""
351,Bronx,"""As to the substance of Defendant’s motion, it is apparent to the Court that the People have failed to meet their burden of demonstrating due diligence."""
352,NY,"""First, as the People concede, the Special Victims Unit DD5s should have been discovered at the outset of the case."""
352,NY,"""Thus, the failure to disclose the SVU DD5s prior to filing the original COC renders it invalid."""
352,NY,"""Next, underlying records related to unsubstantiated allegations of misconduct must be disclosed under CPL 240.20 (1) (k) (iv)."""
352,NY,"""These arguments are generally unavailing."""
352,NY,"""Most of these items, however, were still not disclosed for an additional 23 days after the defendant raised the issues on the record and over email, and the handwritten notes were not disclosed until 35 days after the issue had been raised."""
353,Bronx,"""First, the People’s contention that the defendant has not shown prejudice to warrant sanctions misapprehends the law."""
353,Bronx,"""The People are cautioned to avoid making such determinations and to detail their attempts to acquire the discovery in their response papers."""
353,Bronx,"""Third, the People’s contention that their COC filed on [date redacted], without the disclosure of the PAR, was reasonable, is rejected for the reasons discussed below."""
353,Bronx,"""In the circumstances presented, the court finds that the People’s conduct falls short of due diligence and reasonableness."""
353,Bronx,"""Therefore, the People’s lack of explanation for their failure to even ascertain this basic item directly relating to the allegations is wholly deficient and not reasonable under these circumstances."""
354,Queens,"""Thus, the gas chromatography records relating to the simulator solutions are, by legislative definition, part of the calibration records of the breath test instrument."""
354,Queens,"""The Court cannot credit the argument that these records are not in the possession of law enforcement."""
354,Queens,"""It is unclear what inquiries the People made with the New York State Police or their crime laboratory, but it certainly appears these records are within their possession."""
354,Queens,"""What this link does highlight, however, is the ease by which the People could comply with the requirements of CPL 245.20(1)(s)."""
354,Queens,"""The Court finds that the full records of gas chromatography for the simulator solutions used to calibrate the instrument that produced the breath test reading were in the constructive possession of the People and the People failed to disclose these items."""
355,Queens,"""The People are charged with fifty-two days of delay from [date redacted], to [date redacted]."""
355,Queens,"""The People are charged with thirty-six (36) days of delay between [date redacted], and [date redacted]."""
